identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,description_clean,prediction,true_num,pred_num,error
NWS-130404-693617,2014-01-03T05:49:07.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued January 2 at 11:48PM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
THU JAN 02  LOW         1  *                                         
FRI JAN 03  HIGH       19  *   L    L    L    M    H    H    M    M  
SAT JAN 04  HIGH        9  *   M    L    L    L    M    H    M    M  
SUN JAN 05  LOW         2  *   L    L    L    L    L    L    L    L  
MON JAN 06  MODERATE    3  *   L    L    M    M    M    L    L    L  
TUE JAN 07  MODERATE    6  *   L    L    L    L    M    M    M    M",,Harper,2014-01-03,05:49:07,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm thu jan 02 low 1 * fri jan 03 high 19 * l l l m h h m m sat jan 04 high 9 * m l l l m h m m sun jan 05 low 2 * l l l l l l l l mon jan 06 moderate 3 * l l m m m l l l tue jan 07 moderate 6 * l l l l m m m m,Moderate,2,2,0
NWS-IDP-PROD-4264623-3592832,2020-06-09T03:33:00.000Z,Actual,Update,NWS Springfield MO,Flash Flood Watch,['Monitor'],Future,Severe,Possible,Flash Flood Watch issued June 8 at 10:33PM CDT until June 9 at 10:00AM CDT by NWS Springfield MO,"...Flash Flood Watch Continues Through Tuesday Morning...

.Heavy rainfall associated with the remnants of T.S. Cristobal
have moved into the area and will continue to lift north and
affect portions of the Missouri Ozarks through the overnight
hours. Excessive rainfall is very likely, which will lead to
flooding in some areas of the Missouri Ozarks overnight.

The Flash Flood Watch continues for

* Portions of central Missouri, east central Missouri, south
central Missouri, and southwest Missouri, including the
following areas, in central Missouri, Benton, Camden, Hickory,
Maries, Miller, Morgan, and Pulaski. In east central Missouri,
Phelps. In south central Missouri, Dent, Howell, Oregon,
Shannon, and Texas. In southwest Missouri, Barry, Christian,
Dade, Dallas, Douglas, Greene, Laclede, Lawrence, Ozark, Polk,
Stone, Taney, Webster, and Wright.

* Until 10 AM CDT Tuesday

* The remnants of Tropical Storm Cristobal have moved into the
area and will continue to impact portions of the Missouri Ozarks
overnight into Tuesday morning. This system will lead to
excessive rainfall leading to flooding. Widespread one to three
inches of rain is expected in the watch area. Locally higher
amounts around four to five inches are possible with heavier
embedded bands.

* This heavy rainfall will result in the potential for flash
flooding, along with the rises on regional creeks, streams and
rivers.","A Flash Flood Watch means that conditions may develop that lead
to flash flooding. Flash flooding is a VERY DANGEROUS SITUATION.

You should monitor later forecasts and be prepared to take action
should Flash Flood Warnings be issued.",Ozark; Maries; Hickory; Howell; Camden; Christian; Phelps; Dent; Miller; Webster; Stone; Dade; Laclede; Benton; Shannon; Texas; Dallas; Oregon; Wright; Pulaski; Lawrence; Douglas; Taney; Morgan; Polk; Barry; Greene,2020-06-09,03:33:00,"...flash flood watch continues through tuesday morning... .heavy rainfall associated with the remnants of t.s. cristobal have moved into the area and will continue to lift north and affect portions of the missouri ozarks through the overnight hours. excessive rainfall is very likely, which will lead to flooding in some areas of the missouri ozarks overnight. the flash flood watch continues for * portions of central missouri, east central missouri, south central missouri, and southwest missouri, including the following areas, in central missouri, benton, camden, hickory, maries, miller, morgan, and pulaski. in east central missouri, phelps. in south central missouri, dent, howell, oregon, shannon, and texas. in southwest missouri, barry, christian, dade, dallas, douglas, greene, laclede, lawrence, ozark, polk, stone, taney, webster, and wright. * until 10 am cdt tuesday * the remnants of tropical storm cristobal have moved into the area and will continue to impact portions of the missouri ozarks overnight into tuesday morning. this system will lead to excessive rainfall leading to flooding. widespread one to three inches of rain is expected in the watch area. locally higher amounts around four to five inches are possible with heavier embedded bands. * this heavy rainfall will result in the potential for flash flooding, along with the rises on regional creeks, streams and rivers.",Severe,3,3,0
urn:oid:2.49.0.1.840.0.dbf49383470d9683d23b81d2c3fc1fa935c21bd6.003.1,2022-12-22T11:24:00.000Z,Actual,Alert,NWS Wilmington NC,Coastal Flood Advisory,['Monitor'],Expected,Minor,Likely,Coastal Flood Advisory issued December 22 at 6:24AM EST until December 22 at 10:00AM EST by NWS Wilmington NC,"* WHAT...Up to one foot of inundation above ground level
expected in low-lying areas near shorelines and tidal
waterways.

* WHERE...Coastal Horry and Coastal Georgetown Counties.

* WHEN...From 4 AM to 10 AM EST Thursday.

* IMPACTS...Vulnerable causeways to and from local beaches will
experience minor coastal flooding. Low-lying roads and
locations along the Intracoastal Waterway and adjacent tidal
creeks will observe minor coastal flooding. Check with local
officials for the latest information regarding coastal flood
impacts and closures.

* ADDITIONAL DETAILS...Affected areas listed are based on
average tide conditions. Additional locations may experience
flooding during periods of heavy rainfall, high winds, or
other factors.
","If travel is required, allow extra time as some roads may be
closed. Do not drive around barricades or through water of
unknown depth. Take the necessary actions to protect flood-prone
property.",,2022-12-22,11:24:00,"* what...up to one foot of inundation above ground level expected in low-lying areas near shorelines and tidal waterways. * where...coastal horry and coastal georgetown counties. * when...from 4 am to 10 am est thursday. * impacts...vulnerable causeways to and from local beaches will experience minor coastal flooding. low-lying roads and locations along the intracoastal waterway and adjacent tidal creeks will observe minor coastal flooding. check with local officials for the latest information regarding coastal flood impacts and closures. * additional details...affected areas listed are based on average tide conditions. additional locations may experience flooding during periods of heavy rainfall, high winds, or other factors.",Severe,1,3,2
NWS-IDP-PROD-4255085-3586263,2020-06-05T06:10:00.000Z,Actual,Update,NWS Sioux Falls SD,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 5 at 1:10AM CDT until June 5 at 1:30AM CDT by NWS Sioux Falls SD,"At 110 AM CDT, a severe thunderstorm was located near Lakeside, or
near Storm Lake, moving east at 25 mph.

HAZARD...60 mph wind gusts and half dollar size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect wind damage to
roofs, siding, and trees.

This severe thunderstorm will remain over mainly rural areas of
southeastern Buena Vista County.","For your protection move to an interior room on the lowest floor of a
building.","Buena Vista, IA",2020-06-05,06:10:00,"at 110 am cdt, a severe thunderstorm was located near lakeside, or near storm lake, moving east at 25 mph. hazard...60 mph wind gusts and half dollar size hail. source...radar indicated. impact...hail damage to vehicles is expected. expect wind damage to roofs, siding, and trees. this severe thunderstorm will remain over mainly rural areas of southeastern buena vista county.",Severe,3,3,0
NWS-IDP-PROD-4262830-3591590,2020-06-08T07:59:00.000Z,Actual,Alert,NWS Lake Charles LA,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued June 8 at 2:59AM CDT until June 8 at 4:00PM CDT by NWS Lake Charles LA,"* WHAT...Southwest winds 15 to 20 mph with gusts up to 30 mph
expected.

* WHERE...Avoyelles, Evangeline, St. Landry, Acadia, Lafayette,
Upper St. Martin, Vermilion, Iberia, St. Mary and Lower St.
Martin Counties.

* WHEN...From 10 AM this morning to 4 PM CDT this afternoon.

* IMPACTS...Gusty winds could blow around unsecured objects.
Tree limbs could be blown down and a few power outages may
result.","Use extra caution when driving, especially if operating a high
profile vehicle. Secure outdoor objects.",St. Mary; Acadia; Iberia; Lower St. Martin; Evangeline; Upper St. Martin; Avoyelles; St. Landry; Lafayette; Vermilion,2020-06-08,07:59:00,"* what...southwest winds 15 to 20 mph with gusts up to 30 mph expected. * where...avoyelles, evangeline, st. landry, acadia, lafayette, upper st. martin, vermilion, iberia, st. mary and lower st. martin counties. * when...from 10 am this morning to 4 pm cdt this afternoon. * impacts...gusty winds could blow around unsecured objects. tree limbs could be blown down and a few power outages may result.",Moderate,2,2,0
NWS-IDP-PROD-4265000-3593089,2020-06-09T08:25:00.000Z,Actual,Update,NWS Kansas City/Pleasant HIll MO,Flash Flood Watch,['Monitor'],Future,Severe,Possible,Flash Flood Watch issued June 9 at 3:25AM CDT until June 9 at 7:00PM CDT by NWS Kansas City/Pleasant HIll MO,"...Flash Flooding is possible as remnants of Tropical Storm
Cristobal move north-northeast through Missouri Today...

The Flash Flood Watch continues for

* Portions of central Missouri, north central Missouri, and
northeast Missouri, including the following areas, in central
Missouri, Cooper, Howard, Pettis, and Saline. In north central
Missouri, Carroll, Chariton, Grundy, Linn MO, Livingston,
Macon, Mercer, Putnam, Randolph, and Sullivan. In northeast
Missouri, Adair and Schuyler.

* Through this evening

* The remnants of Tropical Storm Cristobal will move into central
and north-central MO early Tuesday through Tuesday evening.
Multiple bands of showers and thunderstorms are expected across
this area, producing 2 to 3 inches of rain, with locally higher
amounts possible.

* Local streams are already swollen from previous rainfall, so
another round of widespread moderate to heavy rain will likely
cause more flooding along those rivers and streams, aside from
the flash flooding.","A Flash Flood Watch means that conditions may develop that lead
to flash flooding. Flash flooding is a VERY DANGEROUS SITUATION.

You should monitor later forecasts and be prepared to take action
should Flash Flood Warnings be issued.",Howard; Putnam; Livingston; Schuyler; Adair; Chariton; Carroll; Mercer; Macon; Linn; Cooper; Grundy; Pettis; Saline; Randolph; Sullivan,2020-06-09,08:25:00,"...flash flooding is possible as remnants of tropical storm cristobal move north-northeast through missouri today... the flash flood watch continues for * portions of central missouri, north central missouri, and northeast missouri, including the following areas, in central missouri, cooper, howard, pettis, and saline. in north central missouri, carroll, chariton, grundy, linn mo, livingston, macon, mercer, putnam, randolph, and sullivan. in northeast missouri, adair and schuyler. * through this evening * the remnants of tropical storm cristobal will move into central and north-central mo early tuesday through tuesday evening. multiple bands of showers and thunderstorms are expected across this area, producing 2 to 3 inches of rain, with locally higher amounts possible. * local streams are already swollen from previous rainfall, so another round of widespread moderate to heavy rain will likely cause more flooding along those rivers and streams, aside from the flash flooding.",Severe,3,3,0
NWS-IDP-PROD-4261083-3590253,2020-06-07T15:27:00.000Z,Actual,Update,NWS Corpus Christi TX,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued June 7 at 10:27AM CDT until June 7 at 2:00PM CDT by NWS Corpus Christi TX,"* WHAT...Seas 5 to 7 feet expected.

* WHERE...Coastal waters from Baffin Bay to Port Aransas out 20
NM and Coastal waters from Port Aransas to Matagorda Ship
Channel out 20 NM.

* WHEN...Through 2 PM CDT this afternoon.

* IMPACTS...Strong to very strong winds and/or increased seas
will result in hazardous marine conditions especially for
inexperienced mariners with smaller vessels.","Inexperienced mariners, especially those operating smaller
vessels, should avoid navigating in hazardous conditions.",Coastal waters from Port Aransas to Matagorda Ship Channel out 20 NM; Coastal waters from Baffin Bay to Port Aransas out 20 NM,2020-06-07,15:27:00,* what...seas 5 to 7 feet expected. * where...coastal waters from baffin bay to port aransas out 20 nm and coastal waters from port aransas to matagorda ship channel out 20 nm. * when...through 2 pm cdt this afternoon. * impacts...strong to very strong winds and/or increased seas will result in hazardous marine conditions especially for inexperienced mariners with smaller vessels.,Severe,1,3,2
NWS-IDP-PROD-4265205-3593246,2020-06-09T11:46:00.000Z,Actual,Update,NWS Springfield MO,Flash Flood Warning,['Avoid'],Immediate,Severe,Likely,Flash Flood Warning issued June 9 at 6:46AM CDT until June 9 at 10:00AM CDT by NWS Springfield MO,"At 643 AM CDT, gauge reports indicated that Bull Creek had rose
quickly through the early morning hours, and was likely flooding low
lying areas near it's channel. Up to three inches of rain fell
overnight across the Bull Creek Basin, and flash flooding was
already occurring. The rain has ended, and the creek is expected to
recede later this morning.

HAZARD...Flash flooding caused by heavy rain.

SOURCE...Automated gauges.

IMPACT...Flooding of small creeks and streams, urban areas,
highways, streets and underpasses as well as other drainage
and low lying areas.

Some locations that will experience flooding include...
Merriam Woods...                  Sparta...
Highlandville...                  Rockaway Beach...
Bull Creek...                     Spokane...
Christian Center...               Oldfield...
Chadwick...                       Chestnutridge...
Selmore...                        Walnut Shade...

This warning includes but is not limited to the following low water
crossings...
Center Road at Bull Creek southeast of Ozark.","In hilly terrain there are hundreds of low water crossings which are
potentially dangerous in heavy rain. Do not attempt to cross flooded
roads. Find an alternate route.","Christian, MO; Taney, MO",2020-06-09,11:46:00,"at 643 am cdt, gauge reports indicated that bull creek had rose quickly through the early morning hours, and was likely flooding low lying areas near it's channel. up to three inches of rain fell overnight across the bull creek basin, and flash flooding was already occurring. the rain has ended, and the creek is expected to recede later this morning. hazard...flash flooding caused by heavy rain. source...automated gauges. impact...flooding of small creeks and streams, urban areas, highways, streets and underpasses as well as other drainage and low lying areas. some locations that will experience flooding include... merriam woods... sparta... highlandville... rockaway beach... bull creek... spokane... christian center... oldfield... chadwick... chestnutridge... selmore... walnut shade... this warning includes but is not limited to the following low water crossings... center road at bull creek southeast of ozark.",Severe,3,3,0
NWS-130404-693193-479769,2014-01-03T01:06:01.000Z,Actual,Update,NWS State College PA,Winter Storm Warning,['Prepare'],Expected,Severe,Likely,Winter Storm Warning issued January 2 at 8:03PM EST expiring January 3 at 7:00AM EST by NWS State College PA,"......WIND CHILL ADVISORY REMAINS IN EFFECT UNTIL NOON EST FRIDAY...

* LOCATIONS...NORTHWEST MOUNTAINS.

* HAZARD TYPES...HEAVY SNOW AND DANGEROUS WIND CHILLS.

* SNOW ACCUMULATIONS...6 TO 9 INCHES.

* WIND CHILL READINGS...AS LOW AS 21 BELOW.

* IMPACTS...DANGEROUS TRAVEL DUE TO SNOW COVERED ROADS AND 
  REDUCED VISIBILITY. BLOWING SNOW WILL FURTHER REDUCE 
  VISIBILITIES THIS EVENING AND TONIGHT. DANGEROUS WIND CHILLS 
  AND FROSTBITE. 

* WINDS...NORTH 10 TO 15 MPH WITH GUSTS UP TO 20 MPH.","REPORT SNOW AND ICE ACCUMULATION TO THE NATIONAL WEATHER SERVICE
STATE COLLEGE BY SENDING AN EMAIL TO CTP.STORMREPORTS@NOAA.GOV...
POSTING TO THE NWS STATE COLLEGE FACEBOOK PAGE...OR TWEET
@NWSSTATECOLLEGE WITH THE HASHTAG #CTPWX.

DANGEROUS WINTER WEATHER CONDITIONS ARE EXPECTED OR OCCURRING.
USE EXTREME CAUTION IF PLANNING TO TRAVEL. FOR THE LATEST WEATHER
INFORMATION...GO TO WEATHER.GOV/CTP OR STAY TUNED TO NOAA WEATHER
RADIO.

IF YOU WILL BE OUTDOORS...DRESS IN LAYERS AND WEAR A HAT AND
GLOVES. FROSTBITE AND HYPOTHERMIA ARE POSSIBLE IF PRECAUTIONS ARE
NOT TAKEN. FOR THE LATEST WEATHER INFORMATION...GO TO
WEATHER.GOV/CTP OR STAY TUNED TO NOAA WEATHER RADIO.

",McKean; Warren,2014-01-03,01:06:01,......wind chill advisory remains in effect until noon est friday... * locations...northwest mountains. * hazard types...heavy snow and dangerous wind chills. * snow accumulations...6 to 9 inches. * wind chill readings...as low as 21 below. * impacts...dangerous travel due to snow covered roads and reduced visibility. blowing snow will further reduce visibilities this evening and tonight. dangerous wind chills and frostbite. * winds...north 10 to 15 mph with gusts up to 20 mph.,Severe,3,3,0
NWS-IDP-PROD-4259370-3589014,2020-06-06T23:01:00.000Z,Actual,Alert,NWS Sioux Falls SD,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 6 at 6:01PM CDT until June 6 at 6:45PM CDT by NWS Sioux Falls SD,"The National Weather Service in Sioux Falls has issued a

* Severe Thunderstorm Warning for...
Northwestern Moody County in east central South Dakota...
Lake County in east central South Dakota...
Northwestern Minnehaha County in southeastern South Dakota...
Southeastern Miner County in east central South Dakota...
Northeastern McCook County in southeastern South Dakota...

* Until 645 PM CDT.

* At 601 PM CDT, severe thunderstorms were located along a line
extending from near Winfred to 8 miles southwest of Orland to near
Salem, moving east at 25 mph.

HAZARD...60 mph wind gusts and quarter size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect wind damage
to roofs, siding, and trees.

* Severe thunderstorms will be near...
Lake Herman State Park, Ramona and Orland around 620 PM CDT.
Montrose around 625 PM CDT.
Madison around 630 PM CDT.
Humboldt around 635 PM CDT.
Colton, Wentworth, Chester and Nunda around 645 PM CDT.","For your protection move to an interior room on the lowest floor of a
building.","Miner, SD; Lake, SD; Minnehaha, SD; McCook, SD; Moody, SD",2020-06-06,23:01:00,"the national weather service in sioux falls has issued a * severe thunderstorm warning for... northwestern moody county in east central south dakota... lake county in east central south dakota... northwestern minnehaha county in southeastern south dakota... southeastern miner county in east central south dakota... northeastern mccook county in southeastern south dakota... * until 645 pm cdt. * at 601 pm cdt, severe thunderstorms were located along a line extending from near winfred to 8 miles southwest of orland to near salem, moving east at 25 mph. hazard...60 mph wind gusts and quarter size hail. source...radar indicated. impact...hail damage to vehicles is expected. expect wind damage to roofs, siding, and trees. * severe thunderstorms will be near... lake herman state park, ramona and orland around 620 pm cdt. montrose around 625 pm cdt. madison around 630 pm cdt. humboldt around 635 pm cdt. colton, wentworth, chester and nunda around 645 pm cdt.",Severe,3,3,0
